"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Ali Berri"||"7/7/2014 8:28:30 AM"|"UPDATE: Deutsche Bank Downgrades Old Dominion Freight Line, Inc."|"In a report released Monday, Deutsche Bank downgraded Old Dominion Freight Line, Inc. (NASDAQ: ODFL <http://www.benzinga.com/stock/odfl#NASDAQ> ) from Buy to Hold, while increasing its price target from ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/TFf4tK3T1rw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/TFf4tK3T1rw/update-deutsche-bank-downgrades-old-dominion-freight-line-i> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Monday, Deutsche Bank downgraded<strong> Old Dominion Freight Line, Inc.</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/odfl#NASDAQ"">ODFL</a>) from Buy to Hold, while increasing its price target from ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/TFf4tK3T1rw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/TFf4tK3T1rw/update-deutsche-bank-downgrades-old-dominion-freight-line-i"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/7/2014 8:23:09 AM"|"UBS Downgrades GT Advanced Technologies To Hold, Shares Tumble"|"Analysts at UBS downgraded GT Advanced Technologies (NASDAQ: GTAT <http://www.benzinga.com/stock/gtat#NASDAQ> ) from “buy” to “hold” and maintained a $22 price ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/vFwewca1NzQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/vFwewca1NzQ/ubs-downgrades-gt-advanced-technologies-to-hold-shares-tumb> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at UBS downgraded GT Advanced Technologies (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/gtat#NASDAQ"">GTAT</a>) from â€œbuyâ€ to â€œholdâ€ and maintained a $22 price ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/vFwewca1NzQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/vFwewca1NzQ/ubs-downgrades-gt-advanced-technologies-to-hold-shares-tumb"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/7/2014 8:15:45 AM"|"Shares Of GT Advanced Technologies Take A Hit Following UBS Downgrade"|"Shares of GT Advanced Technologies (NASDAQ: GTAT <http://www.benzinga.com/stock/gtat#NASDAQ> ) are down 8.85 percent in Monday's pre-market session following a downgrade from Buy to Neutral by UBS analyst Stephen Chin.

Chin stated, ""We believe GT can still hit the midpoint of its sales guidance of $600-$800M but ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/VEUFzK9lYzM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/VEUFzK9lYzM/shares-of-gt-advanced-technologies-take-a-hit-following-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Shares of <strong>GT Advanced Technologies</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/gtat#NASDAQ"">GTAT</a>) are down 8.85 percent in Monday&#39;s pre-market session following a downgrade from Buy to Neutral by UBS analyst Stephen Chin.</p> <p>  Chin stated, &quot;We believe GT can still hit the midpoint of its sales guidance of $600-$800M but ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/VEUFzK9lYzM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/VEUFzK9lYzM/shares-of-gt-advanced-technologies-take-a-hit-following-"">View article...</A></p></body></html>"
|"Luke Jacobi"||"7/7/2014 8:11:30 AM"|"Bank Of America Thinks Online Competitors Will Hurt Bed Bath & Beyond"|"Bed Bath & Beyond (NASDAQ: BBBY <http://www.benzinga.com/stock/bbby#NASDAQ> ) had been rebounding since a post-earnings selloff, but a Bank of America downgrade may end the trend.

Bed Bath & Beyond was cut from Neutral to Underperform and the price target was dropped from $63 to $51.

One of the biggest threats Bed Bath & Beyond faces is competition from online giants. Analyst Denise Chai writes about how online competitors will have more ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/7SZyWAzZTvA> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/7SZyWAzZTvA/bank-of-america-thinks-online-competitors-will-hurt-bed-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  <strong>Bed Bath &amp; Beyond</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/bbby#NASDAQ"">BBBY</a>) had been rebounding since a post-earnings selloff, but a Bank of America downgrade may end the trend.</p> <p>  Bed Bath &amp; Beyond was cut from Neutral to Underperform and the price target was dropped from $63 to $51.</p> <p>  One of the biggest threats Bed Bath &amp; Beyond faces is competition from online giants. Analyst Denise Chai writes about how online competitors will have more ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/7SZyWAzZTvA"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/7SZyWAzZTvA/bank-of-america-thinks-online-competitors-will-hurt-bed-"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/7/2014 8:01:47 AM"|"UPDATE: Deutsche Bank Downgrades Coeur d'alene Mines"|"In a note released Monday morning, analysts at Deutsche Bank downgraded shares of Coeur d'Alene Mines (NYSE: CDE <http://www.benzinga.com/stock/cde#NYSE> ) from Buy to Hold ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/y4FsIea2ICc> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/y4FsIea2ICc/update-deutsche-bank-downgrades-coeur-dalene-mines> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Monday morning, analysts at Deutsche Bank downgraded shares of <strong>Coeur d&#39;Alene Mines</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/cde#NYSE"">CDE</a>) from Buy to Hold ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/y4FsIea2ICc"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/y4FsIea2ICc/update-deutsche-bank-downgrades-coeur-dalene-mines"">View article...</A></p></body></html>"
|"Luke Jacobi"||"7/7/2014 7:59:05 AM"|"Peabody Cut On 'Cautious Outlook' By Deutsche Bank"|"Shares of Peabody Energy (NYSE: BTU <http://www.benzinga.com/stock/btu#NYSE> ) are trading lower after Deutsche Bank downgraded shares of the company from Buy to Hold and lowered the price target from $22 to $19 on valuation and an elevated cautionary outlook.

Deutsche Bank’s laundry list of ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/9mi17v3CqFI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/9mi17v3CqFI/peabody-cut-on-cautious-outlook-by-deutsche-bank> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Shares of <strong>Peabody Energy</strong> (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/btu#NYSE"">BTU</a>) are trading lower after Deutsche Bank downgraded shares of the company from Buy to Hold and lowered the price target from $22 to $19 on valuation and an elevated cautionary outlook.</p> <p>  Deutsche Bank&rsquo;s laundry list of ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/9mi17v3CqFI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/9mi17v3CqFI/peabody-cut-on-cautious-outlook-by-deutsche-bank"">View article...</A></p></body></html>"
|"John Seward"||"7/7/2014 11:10:10 AM"|"China Slowdown Muddies Mining Waters; Deutsche Bank Still Positive On The Sector"|"With China's economic slowdown creating muddy waters for metals and mining stocks, a Deutsche Bank analyst remains generally positive on the group.

""The focus is shifting to more company specific stories"" from an emphasis on sector performance, analyst Jorge Beristain said in a note.

China last week posted an 8.8 percent gain in industrial production, although housing sales fell 10 percent.

Economists polled by Bloomberg <http://www.bloomberg.com/news/2014-07-01/china-manufacturing-gauge-rises-to-six-month-high.html> recently forecast that China's economy will grow 7.4 percent in 2014, the slowest rate in 24 years.

China's imports of ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/THmX639QYfg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/THmX639QYfg/china-slowdown-muddies-mining-waters-deutsche-bank-still> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  With China&#39;s economic slowdown creating muddy waters for metals and mining stocks, a Deutsche Bank analyst remains generally positive on the group.</p> <p>  &quot;The focus is shifting to more company specific stories&quot; from an emphasis on sector performance, analyst Jorge Beristain said in a note.</p> <p>  China last week posted an 8.8 percent gain in industrial production, although housing sales fell 10 percent.</p> <p>  Economists polled by <em><a href=""http://www.bloomberg.com/news/2014-07-01/china-manufacturing-gauge-rises-to-six-month-high.html"">Bloomberg </a></em>recently forecast that China&#39;s economy will grow 7.4 percent in 2014, the slowest rate in 24 years.</p> <p>  China&#39;s imports of ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/THmX639QYfg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/THmX639QYfg/china-slowdown-muddies-mining-waters-deutsche-bank-still"">View article...</A></p></body></html>"
|"Luke Jacobi"||"7/7/2014 10:52:32 AM"|"Deutsche Bank Note Sends LTL Industry Lower"|"Deutsche Bank published a note on the LTL (less than truckload) industry Monday, including general comments and advice on how to play the space.

Regarding the industry as whole, Deutsche Bank gave mixed comments.

“While we continue to like the LTLs for their operating leverage, we believe the stocks are largely pricing in the positive yield environment, accelerating volume growth QTD, and tight TL capacity.”

The research note further states that 38 percent year-to-date appreciation indicates that most of the upside is already priced into the security.

Further, “The LTLs are currently trading at 19.1x NTM EPS ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/bphK0h481tg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/bphK0h481tg/deutsche-bank-note-sends-ltl-industry-lower> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Deutsche Bank published a note on the LTL (less than truckload) industry Monday, including general comments and advice on how to play the space.</p> <p>  Regarding the industry as whole, Deutsche Bank gave mixed comments.</p> <p>  &ldquo;While we continue to like the LTLs for their operating leverage, we believe the stocks are largely pricing in the positive yield environment, accelerating volume growth QTD, and tight TL capacity.&rdquo;</p> <p>  The research note further states that 38 percent year-to-date appreciation indicates that most of the upside is already priced into the security.</p> <p>  Further, &ldquo;The LTLs are currently trading at 19.1x NTM EPS ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/bphK0h481tg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/bphK0h481tg/deutsche-bank-note-sends-ltl-industry-lower"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/7/2014 11:17:49 AM"|"UPDATE: Canaccord Downgrades GT Advanced Technologies"|"In a note released Monday, Canaccord analyst Jonathan Dorsheimer downgraded shares of GT Advanced Technologies (NASDAQ: GTAT <http://www.benzinga.com/stock/gtat#NASDAQ> ) from Buy to Hold and maintained a $20 price ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/10P0ahl-2GA> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/10P0ahl-2GA/update-canaccord-downgrades-gt-advanced-technologies> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Monday, Canaccord analyst Jonathan Dorsheimer downgraded shares of <strong>GT Advanced Technologies</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/gtat#NASDAQ"">GTAT</a>) from Buy to Hold and maintained a $20 price ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/10P0ahl-2GA"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/10P0ahl-2GA/update-canaccord-downgrades-gt-advanced-technologies"">View article...</A></p></body></html>"
|"Garrett Cook"||"7/7/2014 3:28:34 PM"|"Companhia Paranaense Leads Energy Sector; Peabody Drops Over 14%"|"Entering into the final of trading on Monday, the Dow traded down 0.37 percent to 17,005.91 while the NASDAQ tumbled 0.84 percent to 4,448.22. The S&P also fell, dropping 0.49 percent to 1,975.48.

Leading and Lagging Sectors

In trading on Monday, utilities shares were relative leaders, up on the day by about 0.18 percent. Top gainers in the sector included Companhia Paranaense de Energia (NYSE: ELP <http://www.benzinga.com/stock/elp#NYSE> ), up 2.54 percent, and Entergy (NYSE: ETR <http://www.benzinga.com/stock/etr#NYSE> ), up 0.81 percent.

Energy shares fell around 0.95 percent in Monday’s trading. Top losers in the sector included Goodrich Petroleum (NYSE: GDP <http://www.benzinga.com/stock/gdp#NYSE> ), down 8.39 percent, and Tidewater (NYSE: TDW <http://www.benzinga.com/stock/tdw#NYSE> ), off 4.81 percent.

Top Headline

Archer Daniels Midland (NYSE: ADM <http://www.benzinga.com/stock/adm#NYSE> ) announced its plans to buy <http://www.benzinga.com/pressreleases/14/07/b4682674/adm-expands-food-ingredient-offering-with-acquisition-of-wild-flavors> food flavoring company Wild Flavors for 2.2 billion euros ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/8zTtqGrzzbw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/8zTtqGrzzbw/companhia-paranaense-leads-energy-sector-peabody-drops-over-14> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Entering into the final of trading on Monday, the Dow traded down 0.37 percent to 17,005.91 while the NASDAQ tumbled 0.84 percent to 4,448.22. The S&amp;P also fell, dropping 0.49 percent to 1,975.48.</p> <p>  <strong>Leading and Lagging Sectors</strong></p> <p>  In trading on Monday, utilities shares were relative leaders, up on the day by about 0.18 percent. Top gainers in the sector included Companhia Paranaense de Energia (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/elp#NYSE"">ELP</a>), up 2.54 percent, and Entergy (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/etr#NYSE"">ETR</a>), up 0.81 percent.</p> <p>  Energy shares fell around 0.95 percent in Monday&rsquo;s trading. Top losers in the sector included Goodrich Petroleum (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/gdp#NYSE"">GDP</a>), down 8.39 percent, and Tidewater (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/tdw#NYSE"">TDW</a>), off 4.81 percent.</p> <p>  <strong>Top Headline</strong></p> <p>  Archer Daniels Midland (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/adm#NYSE"">ADM</a>) announced its <a href=""http://www.benzinga.com/pressreleases/14/07/b4682674/adm-expands-food-ingredient-offering-with-acquisition-of-wild-flavors""> plans to buy </a> food flavoring company Wild Flavors for 2.2 billion euros ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/8zTtqGrzzbw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/8zTtqGrzzbw/companhia-paranaense-leads-energy-sector-peabody-drops-over-14"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"7/7/2014 12:50:39 PM"|"UPDATE: Raymond James Downgrades Insight Enterprises"|"In a research note released Monday, Raymond James analyst Brian G. Alexander downgraded Insight Enterprises (NASDAQ: NSIT <http://www.benzinga.com/stock/nsit#NASDAQ> ) from Market Perform ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/Rh-zMk3ucsQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/Rh-zMk3ucsQ/update-raymond-james-downgrades-insight-enterprises> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Monday, Raymond James analyst Brian G. Alexander downgraded <strong>Insight Enterprises</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/nsit#NASDAQ"">NSIT</a>) from Market Perform ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/Rh-zMk3ucsQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/Rh-zMk3ucsQ/update-raymond-james-downgrades-insight-enterprises"">View article...</A></p></body></html>"
|"Eddie Staley"||"7/8/2014 2:48:55 PM"|"Mid-Afternoon Market Update: The Fresh Market Drops Following Goldman Sachs Downgrade; Macquarie Infrastructure Shares Surge"|"Closing in on the final trading hour on Tuesday, the Dow traded down 0.63 percent to 16,917.15 while the NASDAQ tumbled 1.99 percent to 4,393.11. The S&P also fell, dropping 0.65 percent to 1,964.85.

Leading and Lagging Sectors

Utilities shares rose 0.26 percent in today’s trading. Top gainers in the sector included Pampa Energia SA (NYSE: PAM <http://www.benzinga.com/stock/pam#NYSE> ), up 2.88 percent, and New Jersey Resources (NYSE: NJR <http://www.benzinga.com/stock/njr#NYSE> ), up 2.39 percent.

In trading on Tuesday, technology shares were relative laggards, down on the day by about 1.68 percent. Top decliners in the sector included Camtek (NASDAQ: CAMT <http://www.benzinga.com/stock/camt#NASDAQ> ), down 15.54 percent, and MakeMyTrip (NASDAQ: MMYT <http://www.benzinga.com/stock/mmyt#NASDAQ> ), off 11.85 percent.

Top Headline

AbbVie (NYSE: ABBV <http://www.benzinga.com/stock/abbv#NYSE> ) lifted its offer to buy <http://www.benzinga.com/news/14/07/4686376/abbvie-boosts-shire-offer-for-the-4th-time> Shire plc (NASDAQ: SHPG <http://www.benzinga.com/stock/shpg#NASDAQ> ) to 30.1 billion pounds ($51.3 billion).

The latest offer for Shire is approximately an 11 percent increase from the previous bid. The new offer stands at £22.44 cash and 0.8568 AbbVie shares for ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/aqECXocfhmY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/aqECXocfhmY/mid-afternoon-market-update-the-fresh-market-drops-following-goldman-sachs-downgr> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  <span style=""font-size: 13.333333969116211px;"">Closing in on the final trading hour on Tuesday, the Dow traded down 0.63 percent to 16,917.15 while the NASDAQ tumbled 1.99 percent to 4,393.11. The S&amp;P also fell, dropping 0.65 percent to 1,964.85.</span></p> <p>  <strong>Leading and Lagging Sectors</strong></p> <p>  Utilities shares rose 0.26 percent in today&rsquo;s trading. Top gainers in the sector included Pampa Energia SA (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/pam#NYSE"">PAM</a>), up 2.88 percent, and New Jersey Resources (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/njr#NYSE"">NJR</a>), up 2.39 percent.</p> <p>  <span style=""font-size: 13.333333969116211px;"">In trading on Tuesday, technology shares were relative laggards, down on the day by about 1.68 percent. Top decliners in the sector included Camtek (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/camt#NASDAQ"">CAMT</a>), down 15.54 percent, and MakeMyTrip (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/mmyt#NASDAQ"">MMYT</a>), off 11.85 percent.</span></p> <p>  <strong>Top Headline</strong></p> <p>  AbbVie (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/abbv#NYSE"">ABBV</a>) lifted its <a href=""http://www.benzinga.com/news/14/07/4686376/abbvie-boosts-shire-offer-for-the-4th-time""> offer to buy </a> Shire plc (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/shpg#NASDAQ"">SHPG</a>) to 30.1 billion pounds ($51.3 billion).</p> <p>  <span style=""font-size: 13.333333969116211px;"">The latest offer for Shire is approximately an 11 percent increase from the previous bid. The new offer stands at &pound;22.44 cash and 0.8568 AbbVie shares for ...</span></p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/aqECXocfhmY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/aqECXocfhmY/mid-afternoon-market-update-the-fresh-market-drops-following-goldman-sachs-downgr"">View article...</A></p></body></html>"
|"Garrett Cook"||"7/8/2014 12:39:14 PM"|"The Fresh Market Drops Following Goldman Sachs Downgrade; Macquarie Infrastructure Shares Surge"|"Midway through trading Tuesday, the Dow traded down 0.82 percent to 16,884.21 while the NASDAQ tumbled 1.75 percent to 4,373.84. The S&P also fell, dropping 0.85 percent to 1,960.88.

Leading and Lagging Sectors

Utilities shares rose 0.26 percent in today’s trading. Top gainers in the sector included Pampa Energia SA (NYSE: PAM <http://www.benzinga.com/stock/pam#NYSE> ), up 2 percent, and New Jersey Resources (NYSE: NJR <http://www.benzinga.com/stock/njr#NYSE> ), up 1.9 percent.

In trading on Tuesday, technology shares were relative laggards, down on the day by about 1.68 percent. Top decliners in the sector included Camtek (NASDAQ: CAMT <http://www.benzinga.com/stock/camt#NASDAQ> ), down 16.3 percent, and MakeMyTrip (NASDAQ: MMYT <http://www.benzinga.com/stock/mmyt#NASDAQ> ), off 11.4 percent.

Top Headline

AbbVie (NYSE: ABBV <http://www.benzinga.com/stock/abbv#NYSE> ) lifted its offer to buy <http://www.benzinga.com/news/14/07/4686376/abbvie-boosts-shire-offer-for-the-4th-time> Shire plc (NASDAQ: SHPG <http://www.benzinga.com/stock/shpg#NASDAQ> ) to 30.1 billion pounds ($51.3 billion).

The latest offer for Shire is approximately an 11 percent increase from the previous bid. The new offer stands at £22.44 cash and 0.8568 AbbVie shares for each Shire ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/DD1NVtZS-7w> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/DD1NVtZS-7w/the-fresh-market-drops-following-goldman-sachs-downgrade-macquarie-infrastructure> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Midway through trading Tuesday, the Dow traded down 0.82 percent to 16,884.21 while the NASDAQ tumbled 1.75 percent to 4,373.84. The S&amp;P also fell, dropping 0.85 percent to 1,960.88.</p> <p>  <strong>Leading and Lagging Sectors</strong></p> <p>  Utilities shares rose 0.26 percent in today&rsquo;s trading. Top gainers in the sector included Pampa Energia SA (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/pam#NYSE"">PAM</a>), up 2 percent, and New Jersey Resources (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/njr#NYSE"">NJR</a>), up 1.9 percent.</p> <p>  In trading on Tuesday, technology shares were relative laggards, down on the day by about 1.68 percent. Top decliners in the sector included Camtek (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/camt#NASDAQ"">CAMT</a>), down 16.3 percent, and MakeMyTrip (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/mmyt#NASDAQ"">MMYT</a>), off 11.4 percent.</p> <p>  <strong>Top Headline</strong></p> <p>  AbbVie (NYSE: <a class=""ticker"" href=""http://www.benzinga.com/stock/abbv#NYSE"">ABBV</a>) lifted its <a href=""http://www.benzinga.com/news/14/07/4686376/abbvie-boosts-shire-offer-for-the-4th-time""> offer to buy </a> Shire plc (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/shpg#NASDAQ"">SHPG</a>) to 30.1 billion pounds ($51.3 billion).</p> <p>  The latest offer for Shire is approximately an 11 percent increase from the previous bid. The new offer stands at &pound;22.44 cash and 0.8568 AbbVie shares for each Shire ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/DD1NVtZS-7w"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/DD1NVtZS-7w/the-fresh-market-drops-following-goldman-sachs-downgrade-macquarie-infrastructure"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"7/8/2014 11:27:31 AM"|"UPDATE: Imperial Capital Downgrades Zebra"|"In a research note released Tuesday, Imperial Capital analyst Michael Kim downgraded Zebra Technologies (NASDAQ: ZBRA <http://www.benzinga.com/stock/zbra#NASDAQ> ) from Outperform to In-line, maintaining his ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/sGYn1Az8s-s> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/sGYn1Az8s-s/update-imperial-capital-downgrades-zebra> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/downgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Tuesday, Imperial Capital analyst Michael Kim downgraded <strong>Zebra Technologies</strong> (NASDAQ: <a class=""ticker"" href=""http://www.benzinga.com/stock/zbra#NASDAQ"">ZBRA</a>) from Outperform to In-line, maintaining his ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/downgrades/~4/sGYn1Az8s-s"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/downgrades/~3/sGYn1Az8s-s/update-imperial-capital-downgrades-zebra"">View article...</A></p></body></html>"
