"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"UBS"||"9/8/2014 12:25:00 PM"|"Fireeye Inc. (NASDAQ: FEYE) upgraded to Buy with price target $40 by UBS"|"UBS upgraded Fireeye Inc. (NASDAQ: FEYE) to Buy with price target $40 with today's price of $33.12. UBS rated Fireeye Inc. (NASDAQ: FEYE) to Neutral with price target $78 on 02/12/2014, when the price was $69.29. Fireeye Inc.'s stock price lost 52% since then. 
Rated Date: 9/8/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143578> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS upgraded Fireeye Inc. (NASDAQ: FEYE) to Buy with price target $40 with today's price of $33.12. UBS rated Fireeye Inc. (NASDAQ: FEYE) to Neutral with price target $78  on 02/12/2014, when the price was $69.29. Fireeye Inc.'s stock price lost 52% since then. <br />Rated Date: 9/8/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143578"">View article...</A></p></body></html>"
|"BB&T Capital Mkts"||"9/8/2014 11:25:00 AM"|"Covenant Transport, Inc. (NASDAQ: CVTI) upgraded to Buy with price target $20 by BB&T Capital Mkts"|"BB&T Capital Mkts upgraded Covenant Transport, Inc. (NASDAQ: CVTI) to Buy with price target $20. Previously, BB&T Capital Mkts rated Covenant Transport, Inc. (NASDAQ: CVTI) to Hold on 12/18/2012, when the stock price was valued at $4.95.
Rated Date: 9/8/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143576> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>BB&T Capital Mkts upgraded Covenant Transport, Inc. (NASDAQ: CVTI) to Buy with price target $20. Previously, BB&T Capital Mkts rated Covenant Transport, Inc. (NASDAQ: CVTI) to Hold   on 12/18/2012, when the stock price was valued at $4.95.<br />Rated Date: 9/8/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143576"">View article...</A></p></body></html>"
|"Oppenheimer"||"9/8/2014 8:25:00 AM"|"L-3 Communications Holdings, Inc. (NYSE: LLL) upgraded to Outperform with price target $128 by Oppenheimer"|"Oppenheimer upgraded L-3 Communications Holdings, Inc. (NYSE: LLL) to Outperform with price target $128. Previously Oppenheimer upgraded to L-3 Communications Holdings, Inc. (NYSE: LLL) to Perform on 05/29/2012, when the stock price was $67.72.
Rated Date: 9/8/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143563> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer upgraded L-3 Communications Holdings, Inc. (NYSE: LLL) to Outperform with price target $128. Previously Oppenheimer upgraded to L-3 Communications Holdings, Inc. (NYSE: LLL) to Perform   on 05/29/2012, when the stock price was $67.72.<br />Rated Date: 9/8/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143563"">View article...</A></p></body></html>"
|"DA Davidson"||"9/8/2014 8:25:00 AM"|"SILICON GRAPHICS INTL CORP (NASDAQ: SGI) upgraded to Buy with price target $12 by DA Davidson"|"DA Davidson upgraded SILICON GRAPHICS INTL CORP (NASDAQ: SGI) to Buy with price target $12. DA Davidson rated SILICON GRAPHICS INTL CORP (NASDAQ: SGI) to Neutral with price target $15 on 01/30/2014, when the price was $13.20. 
Rated Date: 9/8/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143562> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>DA Davidson upgraded SILICON GRAPHICS INTL CORP (NASDAQ: SGI) to Buy with price target $12. DA Davidson rated SILICON GRAPHICS INTL CORP (NASDAQ: SGI) to Neutral with price target $15  on 01/30/2014, when the price was $13.20. <br />Rated Date: 9/8/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143562"">View article...</A></p></body></html>"
|"Compass Point"||"9/9/2014 8:25:00 AM"|"Flagstar Bancorp, Inc. (NYSE: FBC) upgraded to Buy with price target $20 by Compass Point"|"Compass Point upgraded Flagstar Bancorp, Inc. (NYSE: FBC) to Buy with price target $20. Previously Compass Point rated Neutral with price target $20 Flagstar Bancorp, Inc. (NYSE: FBC) on 04/25/2014, when the stock price was $18.31.
Rated Date: 9/9/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143601> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Compass Point upgraded Flagstar Bancorp, Inc. (NYSE: FBC) to Buy with price target $20. Previously Compass Point rated Neutral with price target $20 Flagstar Bancorp, Inc. (NYSE: FBC) on 04/25/2014, when the stock price was $18.31.<br />Rated Date: 9/9/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143601"">View article...</A></p></body></html>"
|"FBR Capital"||"9/9/2014 8:25:00 AM"|"Starwood Hotels & Resorts Worldwide, Inc. (NYSE: HOT) upgraded to Outperform with price target $76 by FBR Capital"|"FBR Capital upgraded Starwood Hotels & Resorts Worldwide, Inc. (NYSE: HOT) to Outperform with price target $76. Previously FBR Capital upgraded to Starwood Hotels & Resorts Worldwide, Inc. (NYSE: HOT) to Mkt Perform with price target $68 on 07/26/2013, when the stock price was $65.94.
Rated Date: 9/9/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143595> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>FBR Capital upgraded Starwood Hotels & Resorts Worldwide, Inc. (NYSE: HOT) to Outperform with price target $76. Previously FBR Capital upgraded to Starwood Hotels & Resorts Worldwide, Inc. (NYSE: HOT) to Mkt Perform with price target $68  on 07/26/2013, when the stock price was $65.94.<br />Rated Date: 9/9/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143595"">View article...</A></p></body></html>"
|"Cowen"||"9/9/2014 8:25:00 AM"|"Newmont Mining Corporation (holding Company) (NYSE: NEM) upgraded to Outperform with price target $32.93 by Cowen"|"Cowen upgraded Newmont Mining Corporation (holding Company) (NYSE: NEM) to Outperform with price target $32.93. Previously, Cowen rated Newmont Mining Corporation (holding Company) (NYSE: NEM) to Market Perform with price target $24.24 on 02/03/2014, when the stock price was valued at $21.61.
Rated Date: 9/9/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143588> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Cowen upgraded Newmont Mining Corporation (holding Company) (NYSE: NEM) to Outperform with price target $32.93. Previously, Cowen rated Newmont Mining Corporation (holding Company) (NYSE: NEM) to Market Perform with price target $24.24  on 02/03/2014, when the stock price was valued at $21.61.<br />Rated Date: 9/9/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143588"">View article...</A></p></body></html>"
|"Stifel"||"9/9/2014 8:25:00 AM"|"Global Cash Access Holdings, Inc. (NYSE: GCA) upgraded to Buy with price target $10 by Stifel"|"Stifel upgraded Global Cash Access Holdings, Inc. (NYSE: GCA) to Buy with price target $10. Previously Stifel upgraded to Global Cash Access Holdings, Inc. (NYSE: GCA) to Hold with price target $8.50 on 05/13/2014, when the stock price was $8.30.
Rated Date: 9/9/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143587> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel upgraded Global Cash Access Holdings, Inc. (NYSE: GCA) to Buy with price target $10. Previously Stifel upgraded to Global Cash Access Holdings, Inc. (NYSE: GCA) to Hold with price target $8.50  on 05/13/2014, when the stock price was $8.30.<br />Rated Date: 9/9/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143587"">View article...</A></p></body></html>"
|"Deutsche Bank"||"9/9/2014 2:25:00 PM"|"The Finish Line Inc. (NASDAQ: FINL) upgraded to Buy with price target $35 by Deutsche Bank"|"Deutsche Bank upgraded The Finish Line Inc. (NASDAQ: FINL) to Buy with price target $35. Previously, Deutsche Bank rated The Finish Line Inc. (NASDAQ: FINL) to Hold with price target $28 on 03/24/2014, when the stock price was valued at $28.06. Since then, The Finish Line Inc.'s stock price has gained 7% as of 09/09/2014's recent price of $30.10.
Rated Date: 9/9/2014 2:25:00 PM	


View article... <http://www.gainerstoday.com/article-143612> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Deutsche Bank upgraded The Finish Line Inc. (NASDAQ: FINL) to Buy with price target $35. Previously, Deutsche Bank rated The Finish Line Inc. (NASDAQ: FINL) to Hold with price target $28  on 03/24/2014, when the stock price was valued at $28.06. Since then, The Finish Line Inc.'s stock price has  gained 7% as of 09/09/2014's recent price of $30.10.<br />Rated Date: 9/9/2014 2:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143612"">View article...</A></p></body></html>"
|"Standpoint Research"||"9/10/2014 10:25:00 AM"|"Vera Bradley, Inc. (NASDAQ: VRA) upgraded to Buy with price target $32 by Standpoint Research"|"Standpoint Research upgraded Vera Bradley, Inc. (NASDAQ: VRA) to Buy with price target $32. Previously, Standpoint Research rated Vera Bradley, Inc. (NASDAQ: VRA) to Hold on 03/20/2014, when the stock price was valued at $28.80. Since then, Vera Bradley, Inc.'s stock price has lost 19% as of 09/10/2014's recent price of $23.31.
Rated Date: 9/10/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143640> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Standpoint Research upgraded Vera Bradley, Inc. (NASDAQ: VRA) to Buy with price target $32. Previously, Standpoint Research rated Vera Bradley, Inc. (NASDAQ: VRA) to Hold   on 03/20/2014, when the stock price was valued at $28.80. Since then, Vera Bradley, Inc.'s stock price has  lost 19% as of 09/10/2014's recent price of $23.31.<br />Rated Date: 9/10/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143640"">View article...</A></p></body></html>"
|"Canaccord Genuity"||"9/10/2014 8:25:00 AM"|"Netflix, Inc. (NASDAQ: NFLX) upgraded to Buy with price target $550 by Canaccord Genuity"|"Canaccord Genuity upgraded Netflix, Inc. (NASDAQ: NFLX) to Buy with price target $550. Previously, Canaccord Genuity rated Netflix, Inc. (NASDAQ: NFLX) to Sell with price target $68 on 04/24/2012, when the stock price was valued at $87.40.
Rated Date: 9/10/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143624> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Canaccord Genuity upgraded Netflix, Inc. (NASDAQ: NFLX) to Buy with price target $550. Previously, Canaccord Genuity rated Netflix, Inc. (NASDAQ: NFLX) to Sell with price target $68  on 04/24/2012, when the stock price was valued at $87.40.<br />Rated Date: 9/10/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143624"">View article...</A></p></body></html>"
|"FBR Capital"||"9/10/2014 8:25:00 AM"|"Hartford Financial Services Group, Inc.  (NYSE: HIG) upgraded to Outperform with price target $44 by FBR Capital"|"FBR Capital upgraded Hartford Financial Services Group, Inc. (NYSE: HIG) to Outperform with price target $44. Previously FBR Capital rated Mkt Perform with price target $37 Hartford Financial Services Group, Inc. (NYSE: HIG) on 01/09/2014, when the stock price was $35.78.
Rated Date: 9/10/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143617> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>FBR Capital upgraded Hartford Financial Services Group, Inc.  (NYSE: HIG) to Outperform with price target $44. Previously FBR Capital rated Mkt Perform with price target $37 Hartford Financial Services Group, Inc.  (NYSE: HIG) on 01/09/2014, when the stock price was $35.78.<br />Rated Date: 9/10/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143617"">View article...</A></p></body></html>"
|"Oppenheimer"||"9/10/2014 8:25:00 AM"|"Imperva Inc (NYSE: IMPV) upgraded to Outperform with price target $39 by Oppenheimer"|"Oppenheimer upgraded Imperva Inc (NYSE: IMPV) to Outperform with price target $39. Previously, Oppenheimer rated Imperva Inc (NYSE: IMPV) to Perform on 04/10/2014, when the stock price was valued at $28.00.
Rated Date: 9/10/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143616> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer upgraded Imperva Inc (NYSE: IMPV) to Outperform with price target $39. Previously, Oppenheimer rated Imperva Inc (NYSE: IMPV) to Perform   on 04/10/2014, when the stock price was valued at $28.00.<br />Rated Date: 9/10/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143616"">View article...</A></p></body></html>"
|"MKM Partners"||"9/10/2014 11:25:00 AM"|"Symantec Corporation (NASDAQ: SYMC) upgraded to Neutral with price target $25 by MKM Partners"|"MKM Partners upgraded Symantec Corporation (NASDAQ: SYMC) to Neutral with price target $25. Previously, MKM Partners rated Symantec Corporation (NASDAQ: SYMC) to Sell with price target $17 on 03/21/2014, when the stock price was valued at $18.02. Since then, Symantec Corporation's stock price has gained 37% as of 09/10/2014's recent price of $24.64. If you had followed MKM Partners's previous recommendation on SYMC, you would have lost 37% of your investment in 173 days.
Rated Date: 9/10/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143648> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners upgraded Symantec Corporation (NASDAQ: SYMC) to Neutral with price target $25. Previously, MKM Partners rated Symantec Corporation (NASDAQ: SYMC) to Sell with price target $17  on 03/21/2014, when the stock price was valued at $18.02. Since then, Symantec Corporation's stock price has  gained 37% as of 09/10/2014's recent price of $24.64.</br> If you had followed MKM Partners's previous recommendation on SYMC, you would have lost 37% of your investment in 173 days.<br />Rated Date: 9/10/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143648"">View article...</A></p></body></html>"
|"MKM Partners"||"9/10/2014 11:25:00 AM"|"Microsoft Corporation (NASDAQ: MSFT) upgraded to Buy with price target $52 by MKM Partners"|"MKM Partners upgraded Microsoft Corporation (NASDAQ: MSFT) to Buy with price target $52. Previously MKM Partners upgraded to Microsoft Corporation (NASDAQ: MSFT) to Neutral with price target $30 on 09/20/2013, when the stock price was $32.81. Since then, Microsoft Corporation's stock price has gained 42% as of 09/10/2014's recent price of $46.68.
Rated Date: 9/10/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143647> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners upgraded Microsoft Corporation (NASDAQ: MSFT) to Buy with price target $52. Previously MKM Partners upgraded to Microsoft Corporation (NASDAQ: MSFT) to Neutral with price target $30  on 09/20/2013, when the stock price was $32.81. Since then, Microsoft Corporation's stock price has  gained 42% as of 09/10/2014's recent price of $46.68.<br />Rated Date: 9/10/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143647"">View article...</A></p></body></html>"
|"MKM Partners"||"9/10/2014 11:25:00 AM"|"VMWARE INC. (NYSE: VMW) upgraded to Buy with price target $117 by MKM Partners"|"MKM Partners upgraded VMWARE INC. (NYSE: VMW) to Buy with price target $117 with today's price of $96.88. MKM Partners rated VMWARE INC. (NYSE: VMW) to Neutral with price target $77 on 01/29/2013, when the price was $78.85. VMWARE INC.'s stock price gained 23% since then. 
Rated Date: 9/10/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143646> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners upgraded VMWARE INC. (NYSE: VMW) to Buy with price target $117 with today's price of $96.88. MKM Partners rated VMWARE INC. (NYSE: VMW) to Neutral with price target $77  on 01/29/2013, when the price was $78.85. VMWARE INC.'s stock price gained 23% since then. <br />Rated Date: 9/10/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143646"">View article...</A></p></body></html>"
|"MKM Partners"||"9/10/2014 11:25:00 AM"|"SolarWinds (NYSE: SWI) upgraded to Buy with price target $50 by MKM Partners"|"MKM Partners upgraded SolarWinds (NYSE: SWI) to Buy with price target $50. Previously MKM Partners rated Neutral SolarWinds (NYSE: SWI) on 02/18/2011, when the stock price was $22.21. Since then, SolarWinds's stock price has gained 97% as of 09/10/2014's recent price of $43.83.
Rated Date: 9/10/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143645> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>MKM Partners upgraded SolarWinds (NYSE: SWI) to Buy with price target $50. Previously MKM Partners rated Neutral  SolarWinds (NYSE: SWI) on 02/18/2011, when the stock price was $22.21. Since then, SolarWinds's stock price has  gained 97% as of 09/10/2014's recent price of $43.83.<br />Rated Date: 9/10/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143645"">View article...</A></p></body></html>"
|"UBS"||"9/10/2014 11:25:00 AM"|"Twitter (NYSE: TWTR) upgraded to Buy with price target $65 by UBS"|"UBS upgraded Twitter (NYSE: TWTR) to Buy with price target $65. Previously, UBS rated Twitter (NYSE: TWTR) to Neutral with price target $50 on 07/30/2014, when the stock price was valued at $46.30. Since then, Twitter's stock price has gained 13% as of 09/10/2014's recent price of $52.40.
Rated Date: 9/10/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143644> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS upgraded Twitter (NYSE: TWTR) to Buy with price target $65. Previously, UBS rated Twitter (NYSE: TWTR) to Neutral with price target $50  on 07/30/2014, when the stock price was valued at $46.30. Since then, Twitter's stock price has  gained 13% as of 09/10/2014's recent price of $52.40.<br />Rated Date: 9/10/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143644"">View article...</A></p></body></html>"
|"UBS"||"9/10/2014 11:25:00 AM"|"Noodles & Company (NASDAQ: NDLS) upgraded to Buy with price target $26 by UBS"|"UBS upgraded Noodles & Company (NASDAQ: NDLS) to Buy with price target $26. Previously UBS upgraded to Noodles & Company (NASDAQ: NDLS) to Neutral with price target $26 on 08/14/2014, when the stock price was $21.16. Since then, Noodles & Company's stock price has lost 13% as of 09/10/2014's recent price of $18.41.
Rated Date: 9/10/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143643> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS upgraded Noodles & Company (NASDAQ: NDLS) to Buy with price target $26. Previously UBS upgraded to Noodles & Company (NASDAQ: NDLS) to Neutral with price target $26  on 08/14/2014, when the stock price was $21.16. Since then, Noodles & Company's stock price has  lost 13% as of 09/10/2014's recent price of $18.41.<br />Rated Date: 9/10/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143643"">View article...</A></p></body></html>"
|"R. F. Lafferty"||"9/10/2014 11:25:00 AM"|"Auxilium Pharmaceuticals, Inc. (NASDAQ: AUXL) upgraded to Buy with price target $29 by R. F. Lafferty"|"R. F. Lafferty upgraded Auxilium Pharmaceuticals, Inc. (NASDAQ: AUXL) to Buy with price target $29 with today's price of $20.41. R. F. Lafferty rated Auxilium Pharmaceuticals, Inc. (NASDAQ: AUXL) to Neutral with price target $19 on 04/30/2014, when the price was $22.51. Auxilium Pharmaceuticals, Inc.'s stock price lost 9% since then. 
Rated Date: 9/10/2014 11:25:00 AM	


View article... <http://www.gainerstoday.com/article-143642> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>R. F. Lafferty upgraded Auxilium Pharmaceuticals, Inc. (NASDAQ: AUXL) to Buy with price target $29 with today's price of $20.41. R. F. Lafferty rated Auxilium Pharmaceuticals, Inc. (NASDAQ: AUXL) to Neutral with price target $19  on 04/30/2014, when the price was $22.51. Auxilium Pharmaceuticals, Inc.'s stock price lost 9% since then. <br />Rated Date: 9/10/2014 11:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143642"">View article...</A></p></body></html>"
|"Howard Weil"||"9/11/2014 9:25:00 AM"|"Pioneer Natural Resources Company (NYSE: PXD) upgraded to Sector Outperform with price target $280 by Howard Weil"|"Howard Weil upgraded Pioneer Natural Resources Company (NYSE: PXD) to Sector Outperform with price target $280. Howard Weil rated Pioneer Natural Resources Company (NYSE: PXD) to Sector Perform with price target $195 on 09/17/2013, when the price was $182.65. 
Rated Date: 9/11/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143682> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Howard Weil upgraded Pioneer Natural Resources Company (NYSE: PXD) to Sector Outperform with price target $280. Howard Weil rated Pioneer Natural Resources Company (NYSE: PXD) to Sector Perform with price target $195  on 09/17/2013, when the price was $182.65. <br />Rated Date: 9/11/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143682"">View article...</A></p></body></html>"
|"Needham"||"9/11/2014 8:25:00 AM"|"Sigma Designs, Inc. (NASDAQ: SIGM) upgraded to Buy with price target $7 by Needham"|"Needham upgraded Sigma Designs, Inc. (NASDAQ: SIGM) to Buy with price target $7. Previously, Needham rated Sigma Designs, Inc. (NASDAQ: SIGM) to Hold on 12/12/2013, when the stock price was valued at $4.49.
Rated Date: 9/11/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143680> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Needham upgraded Sigma Designs, Inc. (NASDAQ: SIGM) to Buy with price target $7. Previously, Needham rated Sigma Designs, Inc. (NASDAQ: SIGM) to Hold   on 12/12/2013, when the stock price was valued at $4.49.<br />Rated Date: 9/11/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143680"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/11/2014 8:25:00 AM"|"RWE AG (ADR) (OTCBB: RWEOY) upgraded to Outperform with price target $35 by RBC Capital Mkts"|"RBC Capital Mkts upgraded RWE AG (ADR) (OTCBB: RWEOY) to Outperform with price target $35. Previously RBC Capital Mkts upgraded to RWE AG (ADR) (OTCBB: RWEOY) to Sector Perform with price target $27 on 05/21/2014, when the stock price was $38.96.
Rated Date: 9/11/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143667> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts upgraded RWE AG (ADR) (OTCBB: RWEOY) to Outperform with price target $35. Previously RBC Capital Mkts upgraded to RWE AG (ADR) (OTCBB: RWEOY) to Sector Perform with price target $27  on 05/21/2014, when the stock price was $38.96.<br />Rated Date: 9/11/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143667"">View article...</A></p></body></html>"
|"FBR Capital"||"9/11/2014 8:25:00 AM"|"Atlas Air Worldwide Holdings (NASDAQ: AAWW) upgraded to Outperform with price target $40 by FBR Capital"|"FBR Capital upgraded Atlas Air Worldwide Holdings (NASDAQ: AAWW) to Outperform with price target $40. FBR Capital rated Atlas Air Worldwide Holdings (NASDAQ: AAWW) to Mkt Perform with price target $31 on 02/13/2014, when the price was $32.49. 
Rated Date: 9/11/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143666> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>FBR Capital upgraded Atlas Air Worldwide Holdings (NASDAQ: AAWW) to Outperform with price target $40. FBR Capital rated Atlas Air Worldwide Holdings (NASDAQ: AAWW) to Mkt Perform with price target $31  on 02/13/2014, when the price was $32.49. <br />Rated Date: 9/11/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143666"">View article...</A></p></body></html>"
|"Robert W. Baird"||"9/11/2014 8:25:00 AM"|"Vera Bradley, Inc. (NASDAQ: VRA) upgraded to Outperform with price target $28 by Robert W. Baird"|"Robert W. Baird upgraded Vera Bradley, Inc. (NASDAQ: VRA) to Outperform with price target $28. Previously Robert W. Baird rated Neutral with price target $24 Vera Bradley, Inc. (NASDAQ: VRA) on 06/06/2013, when the stock price was $19.89.
Rated Date: 9/11/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143665> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayUpgrades?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Robert W. Baird upgraded Vera Bradley, Inc. (NASDAQ: VRA) to Outperform with price target $28. Previously Robert W. Baird rated Neutral with price target $24 Vera Bradley, Inc. (NASDAQ: VRA) on 06/06/2013, when the stock price was $19.89.<br />Rated Date: 9/11/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143665"">View article...</A></p></body></html>"
